titles,videoIds,publishedAt,video_urls
"Senate Live Proceedings, 15th September , 2020",Wvrs9e-xLIQ,2020-05-19T12:18:05Z,https://www.youtube.com/watch?v=Wvrs9e-xLIQ
"Senate Live Proceedings 19th May , 2020 Afternoon sitting.",H_JsVl-LWkw,2020-05-19T12:03:35Z,https://www.youtube.com/watch?v=H_JsVl-LWkw
SENATE  PROCEEDINGS  24TH SEPTEMBER 2020,ZANa7I1CLnY,2020-05-19T11:54:43Z,https://www.youtube.com/watch?v=ZANa7I1CLnY
"Senate proceedings, 16th September, 2020",M5JlBhtTrTY,2020-05-19T11:48:32Z,https://www.youtube.com/watch?v=M5JlBhtTrTY
"Senate proceedings, 19th May 2020-afternoon sitting",P3oIeLlkZq8,2020-05-19T10:58:58Z,https://www.youtube.com/watch?v=P3oIeLlkZq8
"Senate Live Proceedings 19th May, 2020- Morning sitting",aVVwQ0ox2HY,2020-05-19T06:50:17Z,https://www.youtube.com/watch?v=aVVwQ0ox2HY
"SENATE PROCEEDINGS, 12TH MAY 2020, AFTERNOON SESSION",XVmcSAY8mdE,2020-05-12T11:01:41Z,https://www.youtube.com/watch?v=XVmcSAY8mdE
"SENATE PROCEEDINGS, 12TH MAY 2020",aymczJBQE94,2020-05-12T06:25:27Z,https://www.youtube.com/watch?v=aymczJBQE94
"SENATE PROCEEDINGS, 5TH MAY 2020",tXgRZ0zWdFw,2020-05-05T10:23:16Z,https://www.youtube.com/watch?v=tXgRZ0zWdFw
"SENATE PROCEEDINGS, 28TH APRIL 2020",oUYk2uQ3_9Y,2020-04-28T10:03:54Z,https://www.youtube.com/watch?v=oUYk2uQ3_9Y
"SENATE PROCEEDINGS, 21ST APRIL 2020",wf6r-AHmH8I,2020-04-21T09:50:22Z,https://www.youtube.com/watch?v=wf6r-AHmH8I
"SENATE PROCEEDINGS, 14TH APRIL 2020",TA3dpGxqw8c,2020-04-14T09:35:21Z,https://www.youtube.com/watch?v=TA3dpGxqw8c
"SENATE PROCEEDINGS, 31ST MARCH 2020",chHNNDTWwMA,2020-03-31T11:05:36Z,https://www.youtube.com/watch?v=chHNNDTWwMA
"SENATE PROCEEDINGS, 17TH MARCH 2020",XseSi380LkM,2020-03-17T08:48:53Z,https://www.youtube.com/watch?v=XseSi380LkM
"SENATE PROCEEDINGS, 12TH MARCH 2020",ulJHdxPLrDg,2020-03-12T10:40:45Z,https://www.youtube.com/watch?v=ulJHdxPLrDg
"SENATE PROCEEDINGS, 11TH MARCH 2020",jirJWhsAS80,2020-03-11T10:53:32Z,https://www.youtube.com/watch?v=jirJWhsAS80
"SENATE PROCEEDINGS, 10TH MARCH 2020",QbEOoFFiTNM,2020-03-10T10:13:29Z,https://www.youtube.com/watch?v=QbEOoFFiTNM
"SENATE PROCEEDINGS, 05 MARCH 2020",0E2PaoxGoeM,2020-03-05T10:53:18Z,https://www.youtube.com/watch?v=0E2PaoxGoeM
"SENATE PROCEEDINGS, 04TH MARCH 2020",1mAEw_9zvc8,2020-03-04T11:03:29Z,https://www.youtube.com/watch?v=1mAEw_9zvc8
"SENATE PROCEEDINGS, 03 MARCH 2020",E7vvZxMXwas,2020-03-03T11:04:26Z,https://www.youtube.com/watch?v=E7vvZxMXwas
"SENATE PROCEEDINGS, 27TH FEBRUARY 2020",QqtLN8WSvPY,2020-02-27T11:00:05Z,https://www.youtube.com/watch?v=QqtLN8WSvPY
"SENATE PROCEEDINGS, 26TH FEBRUARY 2020",CjkLhcBX1yA,2020-02-26T08:58:41Z,https://www.youtube.com/watch?v=CjkLhcBX1yA
"SENATE PROCEEDINGS, 25TH FEBRUARY 2020",p-GnJckLY6k,2020-02-25T10:25:00Z,https://www.youtube.com/watch?v=p-GnJckLY6k
"SENATE PROCEEDINGS, 20TH FEBRUARY 2020",BPRWxEUTA8U,2020-02-20T10:34:48Z,https://www.youtube.com/watch?v=BPRWxEUTA8U
"SENATE PROCEEDINGS, 19TH FEBRUARY 2020",Idn3YHyLy5w,2020-02-19T10:34:10Z,https://www.youtube.com/watch?v=Idn3YHyLy5w
"SENATE PROCEEDINGS, 18TH FEBRUARY 2020",whBtedHSm_M,2020-02-18T09:23:53Z,https://www.youtube.com/watch?v=whBtedHSm_M
"SENATE PROCEEDINGS, 13TH FEBRUARY 2020",bDd9MCxGNJU,2020-02-13T10:22:21Z,https://www.youtube.com/watch?v=bDd9MCxGNJU
SENATE PROCEEDINGS 10th  February 2020,Utu-sjsNJy4,2020-02-10T08:39:31Z,https://www.youtube.com/watch?v=Utu-sjsNJy4
SENATE PROCEEDINGS 29TH JANUARY 2020 PART 3,PeNACN67jxk,2020-01-29T15:40:22Z,https://www.youtube.com/watch?v=PeNACN67jxk
SENATE LIVE PROCEEDINGS 29th January 2020,-OQRyerxSZw,2020-01-29T11:03:30Z,https://www.youtube.com/watch?v=-OQRyerxSZw
SENATE LIVE PROCEEDINGS 29th JANUARY 2020,nSfrtxjn8oA,2020-01-29T08:01:31Z,https://www.youtube.com/watch?v=nSfrtxjn8oA
SENATE PROCEEDINGS 29TH JANUARY 2020,7i0l29IanQI,2020-01-29T05:40:34Z,https://www.youtube.com/watch?v=7i0l29IanQI
SENATE PROCEEDINGS 28TH JANUARY 2020 PART 2,3wm5ap2MXZI,2020-01-28T10:56:18Z,https://www.youtube.com/watch?v=3wm5ap2MXZI
SENATE PROCEEDINGS 28th January 2020,O_3fVE_QHbM,2020-01-28T07:44:15Z,https://www.youtube.com/watch?v=O_3fVE_QHbM
"SENATE LIVE PROCEEDINGS, 21ST JANUARY 2020 PART 2",IEJJPgKt9uc,2020-01-21T14:15:03Z,https://www.youtube.com/watch?v=IEJJPgKt9uc
SENATE LIVE PROCEEDINGS 21st JANUARY 2020,8c4KWgUneKM,2020-01-21T11:01:04Z,https://www.youtube.com/watch?v=8c4KWgUneKM
"Senate Live Proceedings Today , 5th December 2019",VDFXO8lYjLY,2019-12-05T10:02:35Z,https://www.youtube.com/watch?v=VDFXO8lYjLY
"Senate Live Proceedings Today , 4th December 2019",DN3rFuPuUCc,2019-12-04T10:26:21Z,https://www.youtube.com/watch?v=DN3rFuPuUCc
"SENATE LIVE PROCEEDINGS, 3RD DECEMBER, 2019",PYvTvZejvYw,2019-12-03T10:59:41Z,https://www.youtube.com/watch?v=PYvTvZejvYw
"Senate Live Proceedings, Today 28th, November 2019",YwUBSn52lb8,2019-11-28T10:30:25Z,https://www.youtube.com/watch?v=YwUBSn52lb8
"Senate Live Proceedings Today , 27th November 2019",jMI4f3iMJOI,2019-11-27T10:07:14Z,https://www.youtube.com/watch?v=jMI4f3iMJOI
"Senate Live Proceedings Today , 26TH November 2019",ZPHySQIB-Lo,2019-11-26T10:04:54Z,https://www.youtube.com/watch?v=ZPHySQIB-Lo
"Senate Live Proceedings Today , 21st November, 2019",sV-89INv28c,2019-11-21T10:00:06Z,https://www.youtube.com/watch?v=sV-89INv28c
"The Senate Live Proceedings Today, Wednesday 20th November, 2019",2KolVySwmCk,2019-11-20T11:09:11Z,https://www.youtube.com/watch?v=2KolVySwmCk
"SENATE LIVE PROCEEDINGS, 19TH NOVEMBER 2019",Gg6zgkzduk4,2019-11-19T11:13:29Z,https://www.youtube.com/watch?v=Gg6zgkzduk4
"Senate Live Proceedings Today , 14th November, 2019",29CONCcoFOw,2019-11-14T11:10:44Z,https://www.youtube.com/watch?v=29CONCcoFOw
"Senate Live Proceedings Today , 13th November 2019",YRFyLYE7CUc,2019-11-13T10:40:39Z,https://www.youtube.com/watch?v=YRFyLYE7CUc
"Senate Live Proceedings, Today 12th Tuesday November, 2019",ysEaSDPgrxQ,2019-11-12T11:13:48Z,https://www.youtube.com/watch?v=ysEaSDPgrxQ
"Senate Live Proceedings Today ,Thursday 7th November, 2019",B9Kl5FeqIcY,2019-11-07T11:10:40Z,https://www.youtube.com/watch?v=B9Kl5FeqIcY
"Senate Live Proceedings, Today 6th Wednesday,  November 2019",33NiVUj5Irs,2019-11-06T11:09:09Z,https://www.youtube.com/watch?v=33NiVUj5Irs
"SENATE LIVE PROCEEDINGS, 5TH NOVEMBER 2019",RyUQrdpzxcw,2019-11-05T11:01:30Z,https://www.youtube.com/watch?v=RyUQrdpzxcw
"Senate Live Proceedings Today ,Thursday 24th October, 2019",akzZBEegLIA,2019-10-24T11:25:31Z,https://www.youtube.com/watch?v=akzZBEegLIA
"Senate Live Proceedings Today, Wednesday 23rd October, 2019",brmBcW8-ujE,2019-10-23T11:06:30Z,https://www.youtube.com/watch?v=brmBcW8-ujE
"SENATE LIVE PROCEEDINGS, 22ND OCTOBER 2019",RJWlI2aExCU,2019-10-22T11:11:28Z,https://www.youtube.com/watch?v=RJWlI2aExCU
"Senate Live Proceedings Today , 17th October 2019",KsF4silsYgg,2019-10-17T10:57:49Z,https://www.youtube.com/watch?v=KsF4silsYgg
"SENATE LIVE PROCEEDINGS, 16 OCTOBER, 2019",JHi1x5nGpCM,2019-10-16T10:51:02Z,https://www.youtube.com/watch?v=JHi1x5nGpCM
"Senate Live Proceedings, Today Tuesday 15th October  , 2019",FpF2RJz3QKE,2019-10-15T10:59:41Z,https://www.youtube.com/watch?v=FpF2RJz3QKE
"Senate Live Proceedings Today,  Wednesday 9th October, 2019",gD34_9DLjrg,2019-10-09T11:00:15Z,https://www.youtube.com/watch?v=gD34_9DLjrg
"Senate Live Proceedings Today , 8th October 2019",qKmr7ASy-tM,2019-10-08T11:04:10Z,https://www.youtube.com/watch?v=qKmr7ASy-tM
"Senate Live Proceedings Today , 3rd October 2019",iirFrWt-7Vw,2019-10-03T11:02:59Z,https://www.youtube.com/watch?v=iirFrWt-7Vw
"Senate Live Proceedings Today , 2nd October 2019",wjiavNMiKwk,2019-10-02T11:19:50Z,https://www.youtube.com/watch?v=wjiavNMiKwk
"SENATE LIVE PROCEEDINGS, 01 OCTOBER, 2019",Cj-R0yqYG7g,2019-10-01T10:36:44Z,https://www.youtube.com/watch?v=Cj-R0yqYG7g
"SENATE LIVE PROCEEDINGS, 26TH SEPTEMBER 2019",febhzpJ-TDc,2019-09-26T11:15:02Z,https://www.youtube.com/watch?v=febhzpJ-TDc
"Senate Live Proceedings Wednesday 25th, 2019",27oOKvZJH_8,2019-09-25T11:09:46Z,https://www.youtube.com/watch?v=27oOKvZJH_8
"SENATE LIVE PROCEEDINGS, 24 SEPTEMBER, 2019",7ICpz6GkdbU,2019-09-24T11:08:46Z,https://www.youtube.com/watch?v=7ICpz6GkdbU
"SENATE LIVE PROCEEDINGS,19th SEPTEMBER 2019-KITUI COUNTY",OnIfXppZ_oM,2019-09-19T11:26:03Z,https://www.youtube.com/watch?v=OnIfXppZ_oM
"SENATE CPAIC LIVE PROCEEDINGS, 19th September 2019",F8BmlNYDTAo,2019-09-19T06:29:06Z,https://www.youtube.com/watch?v=F8BmlNYDTAo
"SENATE LIVE PROCEEDINGS, 18th SEPTEMBER 2019-KITUI COUNTY",zFGXqnsruT4,2019-09-18T11:17:43Z,https://www.youtube.com/watch?v=zFGXqnsruT4
SENATE CPAIC 18th Sept 2019,6lXcUPxMwCQ,2019-09-18T07:46:53Z,https://www.youtube.com/watch?v=6lXcUPxMwCQ
"SENATE LIVE PROCEEDINGS, 17TH SEPTEMBER 2019-KITUI COUNTY",LHTbnfVH3a8,2019-09-17T11:07:29Z,https://www.youtube.com/watch?v=LHTbnfVH3a8
"SENATE LIVE PROCEEDINGS, 12TH SEPTEMBER 2019",Vkoj9fFHm44,2019-09-12T11:24:42Z,https://www.youtube.com/watch?v=Vkoj9fFHm44
"SENATE LIVE PROCEEDINGS, 11TH SEPTEMBER 2019",u6Hz40Yj000,2019-09-11T11:05:54Z,https://www.youtube.com/watch?v=u6Hz40Yj000
"SENATE LIVE PROCEEDINGS, 10th SEPTEMBER 2019",-kKUbKYarGw,2019-09-10T10:57:20Z,https://www.youtube.com/watch?v=-kKUbKYarGw
"SENATE LIVE PROCEEDINGS, 08th AUGUST 2019",bzC0Z6G7tLY,2019-08-08T10:45:04Z,https://www.youtube.com/watch?v=bzC0Z6G7tLY
"SENATE LIVE PROCEEDINGS, 7th AUGUST 2019",lz-5SyA8zjY,2019-08-07T11:43:10Z,https://www.youtube.com/watch?v=lz-5SyA8zjY
"SENATE LIVE PROCEEDINGS,7TH AUGUST 2019",IKkzuUmt6vs,2019-08-07T10:37:07Z,https://www.youtube.com/watch?v=IKkzuUmt6vs
"SENATE LIVE PROCEEDINGS, 6th AUGUST 2019",zUeT80Z2FwQ,2019-08-06T10:49:46Z,https://www.youtube.com/watch?v=zUeT80Z2FwQ
"SENATE LIVE PROCEEDINGS, 1ST AUGUST 2019",xCMv3EW_7TY,2019-08-01T10:06:25Z,https://www.youtube.com/watch?v=xCMv3EW_7TY
"The Senate Live Proceedings Today, Wednesday, 31st July, 2019",mq_0qnfCyTo,2019-07-31T11:11:34Z,https://www.youtube.com/watch?v=mq_0qnfCyTo
"SENATE LIVE PROCEEDINGS, 30TH JULY 2019",UFZPWZoDi_A,2019-07-30T11:36:26Z,https://www.youtube.com/watch?v=UFZPWZoDi_A
"SENATE PROCEEDINGS, 25TH JULY 2019",bktsFTjJAUE,2019-07-25T11:12:19Z,https://www.youtube.com/watch?v=bktsFTjJAUE
"Senate Live Proceedings Today , 24th July 2019",TO3H1WSzD54,2019-07-24T10:33:48Z,https://www.youtube.com/watch?v=TO3H1WSzD54
"SENATE PROCEEDINGS, 23RD JULY 2019",9VRq7M5gT0o,2019-07-23T11:13:32Z,https://www.youtube.com/watch?v=9VRq7M5gT0o
"SENATE PROCEEDINGS,18TH JULY 2019",huqkAJTNlUg,2019-07-18T10:31:41Z,https://www.youtube.com/watch?v=huqkAJTNlUg
"SENATE PROCEEDINGS, 17TH JULY 2019",4u5XfbCX_Ik,2019-07-17T10:36:58Z,https://www.youtube.com/watch?v=4u5XfbCX_Ik
"SENATE PROCEEDINGS, 16TH JULY 2019",jSXlJ7NdOQQ,2019-07-16T10:30:07Z,https://www.youtube.com/watch?v=jSXlJ7NdOQQ
"SENATE PROCEEDINGS, 11TH JULY 2019",p1c-l2wf2rY,2019-07-11T10:17:39Z,https://www.youtube.com/watch?v=p1c-l2wf2rY
"SENATE PROCEEDINGS,10TH JULY 2019",j39kLYlzM3M,2019-07-10T11:00:31Z,https://www.youtube.com/watch?v=j39kLYlzM3M
"SENATE PROCEEDINGS, 9TH JULY 2019",CFsl6N0n75I,2019-07-09T11:21:30Z,https://www.youtube.com/watch?v=CFsl6N0n75I
"SENATE PROCEEDINGS, 4TH JULY 2019.",lguVhiXhnmE,2019-07-04T11:11:46Z,https://www.youtube.com/watch?v=lguVhiXhnmE
"SENATE PROCEEDINGS, 3RD JULY 2019",oPNaw36YNLo,2019-07-03T11:01:37Z,https://www.youtube.com/watch?v=oPNaw36YNLo
"SENATE PROCEEDINGS, 2ND JULY 2019",WEzfrT3nLBA,2019-07-02T10:58:39Z,https://www.youtube.com/watch?v=WEzfrT3nLBA
"SENATE PROCEEDINGS, 20TH JUNE 2019",P9uGQW8nSxc,2019-06-20T10:58:22Z,https://www.youtube.com/watch?v=P9uGQW8nSxc
"SENATE PROCEEDINGS,19TH JUNE 2019",0ch-nVW_D88,2019-06-19T10:58:07Z,https://www.youtube.com/watch?v=0ch-nVW_D88
"Senate Live Proceedings Today Tuesday, 18th June, 2019",nndAIkez7jA,2019-06-18T11:06:08Z,https://www.youtube.com/watch?v=nndAIkez7jA
"SENATE PROCEEDINGS,13TH JUNE 2019",G7w_SIVbG94,2019-06-13T10:58:22Z,https://www.youtube.com/watch?v=G7w_SIVbG94
"Senate Live Proceedings Today, 12th June, 2019",sqSMIten8rQ,2019-06-12T09:58:46Z,https://www.youtube.com/watch?v=sqSMIten8rQ
"SENATE PROCEEDINGS 11TH JUNE,2019",DN88QMJuCc8,2019-06-11T11:24:56Z,https://www.youtube.com/watch?v=DN88QMJuCc8
"SENATE PROCEEDINGS, 11TH JUNE,2019",wZHKydFov7U,2019-06-11T11:15:25Z,https://www.youtube.com/watch?v=wZHKydFov7U
"SENATE LIVE PROCEEDINGS, THURSDAY 6TH JUNE 2019",jWC2Rami5SU,2019-06-06T11:06:08Z,https://www.youtube.com/watch?v=jWC2Rami5SU
"Senate Proceedings Today Tuesday, 4th June, 2019",7M78xPDzQIM,2019-06-04T11:31:50Z,https://www.youtube.com/watch?v=7M78xPDzQIM
"Senate Proceedings Thursday, 30th May 2019",oEsiVZTSnso,2019-05-30T08:57:56Z,https://www.youtube.com/watch?v=oEsiVZTSnso
"Senate Proceedings, Wednesday 29th, May 2019",p9ddyyCevZE,2019-05-29T10:29:48Z,https://www.youtube.com/watch?v=p9ddyyCevZE
"Senate Proceedings, Tuesday 28th,  May 2019",x2ZCJUZtGxA,2019-05-28T11:01:40Z,https://www.youtube.com/watch?v=x2ZCJUZtGxA
"SENATE PROCEEDINGS, 23RD MAY 2019.",8vRvus1DQw4,2019-05-23T10:50:11Z,https://www.youtube.com/watch?v=8vRvus1DQw4
"SENATE PROCEEDINGS, 22ND MAY 2019.",DwP6--K9cBI,2019-05-22T10:37:27Z,https://www.youtube.com/watch?v=DwP6--K9cBI
"SENATE PROCEEDINGS,21ST MAY 2019",bnMm-dWMIWw,2019-05-21T11:02:45Z,https://www.youtube.com/watch?v=bnMm-dWMIWw
"SENATE LIVE PROCEEDINGS, THURSDAY MAY 16TH 2019",gCRDpoCFN1o,2019-05-16T11:05:32Z,https://www.youtube.com/watch?v=gCRDpoCFN1o
"Senate Proceedings Today 15th May, 2019",dASgqWM5fLA,2019-05-15T11:17:04Z,https://www.youtube.com/watch?v=dASgqWM5fLA
Senate Proceedings Tuesday 14/05/2019,waPyEU0r28k,2019-05-14T11:19:47Z,https://www.youtube.com/watch?v=waPyEU0r28k
"SENATE SPECIAL SITTING PROCEEDINGS, TUESDAY 30TH APRIL 2019",3avK3hoi1b8,2019-04-30T12:06:31Z,https://www.youtube.com/watch?v=3avK3hoi1b8
"SENATE PROCEEDINGS,11TH APRIL,2019",6-R7jCBPNGM,2019-04-11T11:04:33Z,https://www.youtube.com/watch?v=6-R7jCBPNGM
"Senate Proceedings Wednesday ,10th April, 2019",bBD9YA4ywA0,2019-04-10T11:16:02Z,https://www.youtube.com/watch?v=bBD9YA4ywA0
"SENATE PROCEEDINGS, 9TH APRIL 2019",aJ2hdiTNoF8,2019-04-09T10:55:53Z,https://www.youtube.com/watch?v=aJ2hdiTNoF8
"SENATE PROCEEDINGS, WEDNESDAY 3RD APRIL, 2019",uVY5qFNnobA,2019-04-03T11:39:58Z,https://www.youtube.com/watch?v=uVY5qFNnobA
"SENATE PROCEEDINGS, 2ND APRIL 2019",g7nXudsbpy8,2019-04-02T11:39:06Z,https://www.youtube.com/watch?v=g7nXudsbpy8
"SENATE PROCEEDINGS, 28TH MARCH 2019",-Bvf6acJeh4,2019-03-28T11:18:46Z,https://www.youtube.com/watch?v=-Bvf6acJeh4
"SENATE PROCEEDINGS, WEDNESDAY 27TH MARCH, 2019",SWc-020Z9Jg,2019-03-27T11:29:00Z,https://www.youtube.com/watch?v=SWc-020Z9Jg
"SENATE PROCEEDINGS, 26TH MARCH 2019",qwSvyrCDOR0,2019-03-26T11:39:21Z,https://www.youtube.com/watch?v=qwSvyrCDOR0
"Senate Proceedings Thursday 21st March, 2019",phjxirHD538,2019-03-21T11:30:47Z,https://www.youtube.com/watch?v=phjxirHD538
"SENATE LIVE PROCEEDINGS, WEDNESDAY MARCH, 20TH 2019",0svtNhg70QI,2019-03-20T11:46:39Z,https://www.youtube.com/watch?v=0svtNhg70QI
"SENATE LIVE PROCEEDINGS, TUESDAY 19TH MARCH 2019",0iJUf3vWd5E,2019-03-19T11:31:41Z,https://www.youtube.com/watch?v=0iJUf3vWd5E
Senate Proceeding 14/03/2019,FVces4WOMBY,2019-03-14T11:21:51Z,https://www.youtube.com/watch?v=FVces4WOMBY
Senate Proceedings 13/03/2019,06VzRErIwJA,2019-03-13T11:29:33Z,https://www.youtube.com/watch?v=06VzRErIwJA
Senate Proceedings 12/03/2019,3CEG7bT2bN0,2019-03-12T11:21:17Z,https://www.youtube.com/watch?v=3CEG7bT2bN0
Deleted video,e_2cLJeN6Uk,2019-02-28T12:12:09Z,https://www.youtube.com/watch?v=e_2cLJeN6Uk
"SENATE PROCEEDINGS, 28TH FEB 2019",mM23HJM6Unc,2019-02-28T12:10:30Z,https://www.youtube.com/watch?v=mM23HJM6Unc
"SENATE PROCEEDINGS, 28TH FEBRUARY 2019",EDzgDfq2YTQ,2019-02-28T11:29:30Z,https://www.youtube.com/watch?v=EDzgDfq2YTQ
"SENATE PROCEEDINGS, 27TH FEBRUARY 2019",DGtxwqKNKaE,2019-02-27T11:00:01Z,https://www.youtube.com/watch?v=DGtxwqKNKaE
SENATE PROCEEDINGS 26TH FEBRUARY 2019,nMktfv_5Qk4,2019-02-26T11:22:56Z,https://www.youtube.com/watch?v=nMktfv_5Qk4
SENATE PROCEEDINGS 21ST FEBRUARY 2019,LugR1cSsf3k,2019-02-21T11:21:13Z,https://www.youtube.com/watch?v=LugR1cSsf3k
SENATE PROCEEDINGS 21ST FEBRUARY 2019,TGGbV-Ih528,2019-02-21T10:45:03Z,https://www.youtube.com/watch?v=TGGbV-Ih528
SENATE PROCEEDINGS 20TH FEBRUARY 2019,UbMQwDrMMCg,2019-02-20T11:24:42Z,https://www.youtube.com/watch?v=UbMQwDrMMCg
SENATE PROCEEDINGS 19TH FEBRUARY 2019,f1ZJW7Qbfyw,2019-02-19T11:18:30Z,https://www.youtube.com/watch?v=f1ZJW7Qbfyw
"SENATE PROCEEDINGS, 14TH FEB 2019",TmlTIxr0fFA,2019-02-14T11:23:11Z,https://www.youtube.com/watch?v=TmlTIxr0fFA
senate proceedings 13th february 2019,uW9v1Fmg3xI,2019-02-13T12:10:51Z,https://www.youtube.com/watch?v=uW9v1Fmg3xI
"SENATE PROCEEDINGS, 13TH FEB 2019",QAPlrEr7Z5s,2019-02-13T11:44:02Z,https://www.youtube.com/watch?v=QAPlrEr7Z5s
SENATE PROCEEDINGS 13th FEBRUARY 2019,g5New_1TVac,2019-02-13T09:52:47Z,https://www.youtube.com/watch?v=g5New_1TVac
"SENATE PROCEEDINGS, 12TH FEB 2019",zHhtdiwKmpE,2019-02-12T11:48:40Z,https://www.youtube.com/watch?v=zHhtdiwKmpE
"SENATE PROCEEDINGS, 06TH DEC 2018",-XtFehHWa9A,2018-12-06T10:55:18Z,https://www.youtube.com/watch?v=-XtFehHWa9A
"SENATE PROCEEDINGS, 05TH DEC 2018",0eBhDFOjnF8,2018-12-05T10:51:31Z,https://www.youtube.com/watch?v=0eBhDFOjnF8
"SENATE PROCEEDINGS, 04TH DEC 2018",XzzXUGSqA34,2018-12-04T11:08:48Z,https://www.youtube.com/watch?v=XzzXUGSqA34
"SENATE PROCEEDINGS, 29TH NOV 2018",ncnT1zRxE3Y,2018-11-29T11:25:41Z,https://www.youtube.com/watch?v=ncnT1zRxE3Y
"SENATE PROCEEDINGS, 28TH NOV 2018",Z1Gm7rogci4,2018-11-28T11:19:06Z,https://www.youtube.com/watch?v=Z1Gm7rogci4
"SENATE PROCEEDINGS, 27TH NOV 2018",xDaFLcWH1G8,2018-11-27T11:21:18Z,https://www.youtube.com/watch?v=xDaFLcWH1G8
"SENATE PROCEEDINGS, 22ND NOV 2018",Dd_3pJ5t0nA,2018-11-22T11:25:14Z,https://www.youtube.com/watch?v=Dd_3pJ5t0nA
"SENATE PROCEEDINGS, 21ST NOV 2018",69SaZqF7NWU,2018-11-21T11:25:36Z,https://www.youtube.com/watch?v=69SaZqF7NWU
"SENATE PROCEEDINGS, 20TH NOV 2018",Smbsoxam24k,2018-11-20T11:26:49Z,https://www.youtube.com/watch?v=Smbsoxam24k
"SENATE PROCEEDINGS, 15TH NOV 2018",FA8Z26IAz6M,2018-11-15T11:21:03Z,https://www.youtube.com/watch?v=FA8Z26IAz6M
"SENATE PROCEEDINGS, 14TH NOV 2018",KiYF10sNO2g,2018-11-14T11:23:32Z,https://www.youtube.com/watch?v=KiYF10sNO2g
"SENATE PROCEEDINGS, 13TH NOV 2018",bFi7-9vOwLs,2018-11-13T11:26:02Z,https://www.youtube.com/watch?v=bFi7-9vOwLs
"SENATE PROCEEDINGS, 08TH NOV 2018",14O3mwoz6Rk,2018-11-08T11:22:16Z,https://www.youtube.com/watch?v=14O3mwoz6Rk
"SENATE PROCEEDINGS, 07TH NOV 2018",a6CZtpgz-6Q,2018-11-07T11:17:14Z,https://www.youtube.com/watch?v=a6CZtpgz-6Q
"SENATE PROCEEDINGS, 06TH NOV 2018",oihavSLAER4,2018-11-06T10:40:02Z,https://www.youtube.com/watch?v=oihavSLAER4
"SENATE PROCEEDINGS, 25TH OCT 2018",GAH7rb9Aiyg,2018-10-25T11:25:15Z,https://www.youtube.com/watch?v=GAH7rb9Aiyg
"SENATE PROCEEDINGS,24TH OCTOBER 2018",RaFONzl7ano,2018-10-24T09:43:13Z,https://www.youtube.com/watch?v=RaFONzl7ano
"SENATE PROCEEDINGS,23RD OCTOBER 2018",FhSJDfcAI3k,2018-10-23T10:53:11Z,https://www.youtube.com/watch?v=FhSJDfcAI3k
"SENATE PROCEEDINGS,18TH OCTOBER 2018",WtzhAwoU1EQ,2018-10-18T10:50:08Z,https://www.youtube.com/watch?v=WtzhAwoU1EQ
"SENATE PROCEEDINGS, 17TH OCTOBER 2018",nPYdZKND-R0,2018-10-17T09:17:07Z,https://www.youtube.com/watch?v=nPYdZKND-R0
"SENATE PROCEEDINGS, 16TH OCTOBER 2018",_KX0sIeSzZk,2018-10-16T10:23:58Z,https://www.youtube.com/watch?v=_KX0sIeSzZk
SENATE PROCEEDINGS 11th OCT 2018,CGqMNK7Vbts,2018-10-11T10:54:35Z,https://www.youtube.com/watch?v=CGqMNK7Vbts
"SENATE PROCEEDINGS, 09TH OCT 2018",rINAfJoEvzw,2018-10-09T16:16:35Z,https://www.youtube.com/watch?v=rINAfJoEvzw
"SENATE PROCEEDINGS, 04TH OCT 2018",YFn-0kMDBpw,2018-10-04T16:35:08Z,https://www.youtube.com/watch?v=YFn-0kMDBpw
"SENATE PROCEEDINGS, 03RD OCT 2018",TfZEZdroVG8,2018-10-03T15:09:23Z,https://www.youtube.com/watch?v=TfZEZdroVG8
SENATE PROCEEDINGS 2nd OCT 2018,MAl_uKXH2q8,2018-10-02T11:10:11Z,https://www.youtube.com/watch?v=MAl_uKXH2q8
SENATE PROCEEDINGS 27th SEPTEMBER 2018,54WBCHjIQ_g,2018-09-27T11:26:15Z,https://www.youtube.com/watch?v=54WBCHjIQ_g
SENATE PROCEEDINGS 26th SEPTEMBER 2018,E-2aWYj4pBU,2018-09-26T11:22:34Z,https://www.youtube.com/watch?v=E-2aWYj4pBU
Senate & Uasin Gishu County Assembly Meeting,DB4ZYuPrJHc,2018-09-26T05:05:10Z,https://www.youtube.com/watch?v=DB4ZYuPrJHc
SENATE PROCEEDINGS 25th SEPTEMBER 2018,EJJFdtfimRQ,2018-09-25T11:33:01Z,https://www.youtube.com/watch?v=EJJFdtfimRQ
SENATE PROCEEDINGS 25th SEPTEMBER 2018https://www.youtube.com/edit?o=U&video_id=Uafhv8rx57A,Uafhv8rx57A,2018-09-25T10:32:49Z,https://www.youtube.com/watch?v=Uafhv8rx57A
"SENATE COMMITTEE ON SECURITY 23RD SEPTEMBER, 2020",MXwE0tNqbS8,2018-09-24T06:54:24Z,https://www.youtube.com/watch?v=MXwE0tNqbS8
"SENATE PROCEEDINGS, 20TH SEPT 2018",ShdTv5n6TI8,2018-09-20T11:21:09Z,https://www.youtube.com/watch?v=ShdTv5n6TI8
