titles,videoIds,publishedAt,video_urls
"Portfolio Committee on Trade and Industry, 28 May 2020",ujle-rtrOoA,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=ujle-rtrOoA
"Portfolio Joint Standing Committee on the Financial Management of Parliament, 28  May 2020",5FINiNauo6A,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=5FINiNauo6A
"Portfolio Joint Standing Committee on the Financial Management of Parliament, 28  May 2020",QNIiETTYIe0,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=QNIiETTYIe0
"JM: PC on Basic Education & SC on Education and Technology, Sports, 28  May 2020",DKWtWlD8Gi8,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=DKWtWlD8Gi8
"Portfolio Committee on Communications (Subcommittee), 28 May 2020",OZmSEtNqIS4,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=OZmSEtNqIS4
"Portfolio Committee on Communications (Subcommittee), 28 May 2020",I5e6chln4O0,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=I5e6chln4O0
"Portfolio Committee on Communications (Subcommittee), 28 May 2020",kZhJOci_hO0,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=kZhJOci_hO0
"Portfolio Committee on Communications (Subcommittee), 28 May 2020",tW3lj_q_GSs,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=tW3lj_q_GSs
"Portfolio Committee on Cooperative Governance and Traditional Affairs,, 28 May 2020",MIVVmKfdpYw,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=MIVVmKfdpYw
"Portfolio Committee on Communications (Subcommittee), 28 May 2020",eIAA61SLA34,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=eIAA61SLA34
oint Standing Committee on the Financial Management of Parliament 28 May 2020,Y4Bl1qzIdfw,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=Y4Bl1qzIdfw
"JM: PC on Tourism & SC on Trade & Industry, Small Business, Tourism,Labour 27 May 2020",ON5ivdftVAE,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=ON5ivdftVAE
"Portfolio Committee on Small Business Development, 29 May 2020",9YoWR2WFyoQ,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=9YoWR2WFyoQ
"PC on Social Development and SC on Health and Social Services,29 May 2020",TC8M9n76KrI,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=TC8M9n76KrI
"Portfolio Committee on Agriculture, Land Reform & Rural Development 29 May 2020",pHN-ChjnCRk,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=pHN-ChjnCRk
"Portfolio Committee on Mineral Resources and Energy, Sports, 27  May 2020",MwMM3RCgAvk,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=MwMM3RCgAvk
"PC on Social Development and SC on Health and Social Services, 29 May 2020 Part 2",iR4tL7OHEtc,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=iR4tL7OHEtc
"Portfolio Committee on Home Affairs, 29 May 2020",z3uNUuqEIVg,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=z3uNUuqEIVg
"Select Committee on Security and Justice, 29  May 2020",33lLv8jruwI,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=33lLv8jruwI
"Portfolio Committee on International Relations and Cooperation, 29 May 2020",IYWnCiStgLU,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=IYWnCiStgLU
"Portfolio Committee on International Relations and Cooperation, 29 May 2020",_8qnmvRBB0A,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=_8qnmvRBB0A
"Portfolio Committee on International Relations and Cooperation, 29 May 2020",QPia7YvGqg4,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=QPia7YvGqg4
"Portfolio Committee on International Relations and Cooperation, 29 May 2020",We2u6JfjCqI,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=We2u6JfjCqI
"Portfolio Committee on Employment and Labour, 29 May 2020",l38IfRvQcVc,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=l38IfRvQcVc
"Portfolio Committee on Human Settlements, Water and Sanitation, 29 May 2020 Part 2",JXcuBleBDl8,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=JXcuBleBDl8
"Portfolio Committee on Sport, Arts and Culture,  29 May 2020 Part 2",Hsh9iF9Ty3E,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=Hsh9iF9Ty3E
"Portfolio Committee on Communications (Subcommittee), 29 May 2020",zpvsUNqmpPI,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=zpvsUNqmpPI
Portfolio Committee on Cooperative Governance and Traditional Affairs 29May 2020,A6GcMWKuh0A,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=A6GcMWKuh0A
Portfolio Committee on Cooperative Governance and Traditional Affairs 29May 2020,E1SlWNhMa2A,2020-06-02T21:06:32Z,https://www.youtube.com/watch?v=E1SlWNhMa2A
